,title,status,pros,cons,review,rating
5659,Awesome company,Technical Director & Sr Architect(Current Employee),,,"Many people are familiar with International Business Machines (NYSE:IBM) and its wide variety of mainframe computers, business servers, and consulting services. Investors are probably also familiar with its more recent forays into data analytics, cloud computing, and cognitive computing solutions, represented by its AI-based Watson supercomputer.",5.0
5660,Freedom and opportunites are more,Senior Developer(Current Employee),,,"Work life balance is depends on the project.   What ever project which I have worked, I love to work on IBM.  Compensation improvement will not happen immediately because of too many process and too many people",4.0
5661,Great place to work,Advisory Software Engineer(Former Employee),,,"This was a great place to work.  During my time there, I had managers that were very support of my goals.  They encourage me to build on my strengths.  There was opportunity for training and advancement.",4.0
5662,Horrible Place to Work,Lead VOIP Network Engineer(Former Employee),None,Everything to its name,My experience when working at IBM was horrible. HR and management have no morals. They treat there employees like a number. Stay clear of this company.,1.0
5663,InfoSec Architect,Cloud/Security Architect(Former Employee),,,"As InfoSec Architect, I worked on multiple projects. The end client was a US Government Agency. There was quite good focus on security in general. I liked the projects that I worked on.",4.0
5664,"Be afraid, be very afraid...",Senior Cognitive and Cloud Solution Architect(Former Employee),,,"Losing market share and market cap because management has been slow to react to market demand and can't market their way out of a wet paper bag. Now desperately selling of parts of the company, and downsizing in hordes.",1.0
5665,the company is computer generated solutions not IBM,Help Desk Tech Support(Former Employee),CGS is a great place to gain experience they train you,due to IBM unreasonable goals stressful work environment,CGS was a contractor for IBM helpdesk.  IBM put down unreasonable expectations on the contractors. It wasnt bad when I first started but at contract renewal time the IBM expectations were unrealistic and made CGS a sweat shop.,3.0
5666,Great place to work,Sr. Software Engineer(Former Employee),"flexible work time, location.",no salary growth for long timers.,"I loved the work culture and the great values that IBM taught me. This company has the potential to be the number one IT service provider in the world, if the management is willing to adapt quickly to changing times and technologies.For graduate hires, IBM might feel like an ocean and might feel a bit overwhelming, but with a good mentor, you can make great progress.",4.0
5667,Good WorkPlace Culture,Test Automation Lead(Current Employee),,,"Good Work PlaceLeaned many Process and toolsFlexible timingBrainstorm ideas for innovative solutions.Extensive experience gained and developedExperienced in multiple domains like Distribution, Telecom, Software Securities, Banking, Consumer Goods and Finance Industry.",4.0
5668,Great work/life balance but not the most exciting job,Software Engineer for Cloud IaaS(Current Employee),,,Flexible hours and late mornings typically. As long as you're getting your work done that's what matters. The technologies and team members are just okay.,4.0
5669,Application Developer,Senior Java Developer(Former Employee),Work life Balance in company,Depends on the projects .,"I have been working at IBM full-time.I have been working at IBM full-time.Work life Balance in company.I have worked on :•	Technical hands on experience with Microservices Architecture Style and design patternswhere software is developed as small and independently deployable services.•	Experience in developing Cloud computing Microservices using Spring Boot, Spring Cloud, Netflix OSS based Eureka Discovery, Eureka Server, Zuul API, Ribbon and Hystrix.•	Involved in RESTful API’s / Microservices design and developing for Fund Utility,Investor Utility and Trade Utility API’s in Spring Framework.•	Experienced in leveraging API Gateway for run-time governance and security of Microservices.",5.0
5670,Not financial benefit,Workday Integration Architect(Current Employee),,,No Appreciation and salary hike . Its always manager driven company and there is no importance for hard work and talent. IBM has to invest more on talent and need to pay industry standard compensation packages for its employees,2.0
5671,Good work environment and fair pay / benefits,UNIX AND LINUX SYSTEM ADMINISTRATOR(Former Employee),,,"Left IBM in 2005, but at the time benefits were fair and received several salary increases, whereas later companies I was outsourced to offered no raises and increasingly stingy benefits.",4.0
5672,Good place to work.,DB2 Tools/Admin Developer(Former Employee),No lack of assignments. Constant flow of projects.,"No benefits offered to contractors. Long commute, no telecommuting.",Fairly typical software development environment in anAgile environment.Hardest part of job was lack of dissemination of information due to aggressive schedules.,3.0
5673,meh,Software Engineer(Former Employee),,,"In general, IBM was ok for me.  The company itself wasn't all that great, but my team was good.  Everyone was friendly, and willing to help, but hearing about layoffs all the time in IBM was a little off-putting.",3.0
5674,Plenty from others,Cybersecurity Architect(Current Employee),,,"There are many opinions on IBM. It really depends where you work. Short termers and lifers.I don't really have more to add. Constant re-orgs every 6 months or 1 year when someone new is appointed at some level above me. 6 managers in 3 years, constant change in territory and mapping of reps to customers.",3.0
5675,pleasant working environment,"Advisory Programmer, Senior Programmer(Former Employee)",,,"Cannot say anything bad, not willing to say anything good.Not willing to say anything good, cannot say anything bad.Nothing to say more, really, stop it.",4.0
5676,Great place to learn,Senior Software Solution Architect(Current Employee),Learning,Compensation,"IBM is a great place to learn and upgrade your skills. You need to make sure you are along with ask from management and you can prosper in IBM, Innovation is one of the mantras in IBM.",3.0
5678,Be Prepared to Pivot,Solution Architect(Former Employee),,,Be prepared to pivot  the company is in a state of influx and people need to be prepared for influx this is a good company and an old company and sometimes it behaves that way..,4.0
5679,Not a good place to work at all.,Senior Production Oracle Programmer Administrator(Former Employee),,,IBM was by far the worst place I worked.  It was a sweath shop.  You regularly worked long hours and unrealistic on-call requirements.  They regularly worked to ship most of their jobs offshore.,1.0
5680,Run as fast as you can,"Sr Mgr, Elite Cloud Advisor, Principal Consultant(Former Employee)",,,"I've never, in my professional career, seen a more toxic, and dysfunctional work environment. Management is completely politically run; truth and ethics in day to day work is completely optional.",1.0
5681,You can find a good niche,Senior Data Engineer(Current Employee),"Work remotely, usually relaxed.",IBM's first party technologies are bad and you're forced to use them.,"IBM acquiring the company you work at feels like a hostile takeover. It hasn't been fun switching over to IBM's inferior workflow tools, non-open source technologies, and a borderline unusable cloud. This is a sales driven company. Sales has promised products to our clients are impossible to make and on ridiculously short time lines.  No one young seems to be in love with the company. That being said, as a big company IBM does have money and is able to purchase cool data. There are some good teams at IBM and if you find one your experience here can be enjoyable. They are flexible about working remotely and is usually a have pretty chill environment to be in.",3.0
5682,Great company to work,Sr.IT Specialist ,work from home,Nothing,"Great company to workThe most innovative company in the worldLots of training availableCareer path is excellentGreat working environment, work from homeWell diverse populationVery professional environment",5.0
5683,"IBM Logo	 ""Best Work-Life Balance""",Build & Release Engineer(Former Employee),"Global culture Rich values around, Giving Back to Community, Best work-life balance, Best place for diversity",Top-down culture Local governance Location wise opportunities are little less,"Good work environment, Unlimited sick leaves, Employee friendly, work-life balance,IBM Logo ""Best Work-Life Balance"". Global culture Rich values around Giving Back to Community Best work-life balance Best place for diversity",5.0
5684,Internship Experience,Software Developer Intern(Former Employee),Big company - looks great as an internship on paper,"A little bit disorganized with internships right now, seems like they're trying to catch up to other modern companies","I was put on a great team that valued my work and interest in learning and made a strong effort to give me the best experience possible. However, not all of the interns were in the same situation I was. Some were put on all-remote teams and were therefore not given very good guidance throughout the internship. Perhaps IBM will improve their internship program as they become more experienced with it.",4.0
5685,The best company to work.,DevOps Engineer(Current Employee),,,Productive and fun workplace with freedom of choice. Manager do not micromanage. Work load is reasonable. It is very good environment to work. All co worker are very nice and friendly.Would recommend more people to apply at IBM.,5.0
5686,"Fun place to work, great people, IBM just needs to be more adventurous with the products they develop for the market",Systems Developer(Former Employee),Great work-life balance and co-workers,working on older platforms,"Typical day is productive and quite, a typical work week is 40 to 50 hours. Great training, excellent hands on classes that have non-trivial projects, the teachers and assistants are great. Management is usually not good but your co-workers and the workplace culture are GREAT!! Hardest part of the job working on older platforms that do not seem to be the future. The best part of the job is the great co-workers and great work-life balance.",3.0
5687,Challenging place to work with variety,"Product Owner, Data Security and Privacy(Current Employee)",,,"The good things about working at IBM are the people, a talented, intelligent bunch.  This company is so big and the product portfolio widespread that you can work on any emerging industry project because somewhere in the company, someone is working on it.The size of the company is overwhelming and the complexity that drives makes accomplishing work more difficult than it should be.I am grateful to have had the opportunity to change my career focus many times at this company.",3.0
5688,Good company,"Data Analytics Leads, Subject Matter Expert(Former Employee)",Co-location,Stocks,It is a great company sometimes too much meetings but in general good benefits and opportunities to grow and learn. I recommend the company. Some people has been working many years in IBM.,4.0
5689,Ibm,Application Programmer(Current Employee),"Flexible working hours, work balance, salary increment",salary,"IBM is very much all about the metrics. Lots of emphasis on reporting and data collection. Management did not show much interest in their employees' day to day experience or what customers thought of their service. All efforts to improve were focused on the reporting side. Customer service improvements and training needs were rarely addressed.I found the compensation fair. I appreciated the freedom IBM gave me to the my job. So long as you turn in your numbers and already know how to do your job (don't expect much training), you will be fine.",3.0
5690,Summary,Cisco Tech Support(Former Employee),,,I got moved to different help desks every couple of months which allowed me to see and understand different company needs within IBM. Each team had their own Pro's.,4.0
5691,Not a bad place to work...,Senior ID Consultant / Developer(Former Employee),,,"I was an IBM BA in the late 90's. The culture was great and the people were great. The only downside was the travel requirement for that role. Once we had kids, it was no longer viable.",3.0
5692,Very productive and collaborative work place,Lead Application Architect(Current Employee),Excellent learning opportunities,"Being very large organization, one has to strive and exert a lot to create visibility",Transparent and open work atmosphereUse of latest and greatest tools for collaboration and Team work.I really enjoy working for IBMThis is one the best companies to work for !!,4.0
5693,Liked IBM... for the most part,Developer and Support Roles(Former Employee),Great benefits,Currently discourages work from home,"Two things I enjoyed most about my time with IBM: working from home and the benefits. The latter is still true, but recently they discourage the former. Most of their jobs involve either moving or a lot of travel. They now spend a lot for subcontractors instead of accommodating their remote employees. It's also hard to move to a new position to get new skills as most of the jobs require 3+ years experience with those skills. I wouldn't dissuade anyone from trying IBM, but they should know what they're getting into.",3.0
5694,"Success is based on personal relationships, not skill or performance.",Systems Software Engineer(Former Employee),Great access to online training (earn badges).,Cronyism,"Great access to online training (earn badges).Pleasant co-workers.Cronyism.Success is based on personal relationships, not skill or performance.",2.0
5695,Very productive,SOFTWARE LICENSE ANALYST(Former Employee),Remote work,Remote work,"I worked with a great team. We effectively saved the company millions each year while, having fun doing so. Team meetings taught each of us something new each day.",4.0
5696,IBM itself is a great company to work for,Staff Programmer(Former Employee),Benefits great! Work/life balance,Personality conflicts,Problem with IBM is personality conflicts within the departments. Managers would sometimes hold you back - one year I get 3 raises because previous manager would not give anyone raises.,3.0
5697,Experiences vary depending on your team and management,Staff Software Engineer(Current Employee),,,"I had some great teams and some ineffective teams within the same org. It's a huge company, so your mileage may vary. Advancement depends heavily on your current manager.",3.0
5699,Treat Employees Like Cattle,Senior Virtualization Architect / Level 5 SME(Current Employee),Plenty of Free Time,,"Employees are elastic, disposable assets that will be ""right sized"" quarterly by management in order to reduce the impact of negative top-line revenue growth by temporarily reducing workforce expenses. Essentially, you will be asked to take several weeks a year off as furlough in order for management to maintain the appearance of positive growth to the stockholders.Nothing sucks more than getting a 6 week furlough notice in November and losing over a month and half worth of pay during the Holiday season... just so the incapable upper and mid level management can retain their bonuses for the Holidays.Do not think for one minute that IBM cares about you as a person. I worked for this company for almost a decade and not once were the contractual commitments met.On the plus side, they are so disorganized that they pay an excessive amount of time for folks to be sitting around and waiting for other towers to deliver something, so there is plenty of time to educate yourself, build skills and explore other career opportunities.If you are into the ""hurry up and wait"" culture, where you spend most of your lifetime on conference calls listening to ineptitude, then this is the perfect company for you! The performance bar has been set so low by all of the off-shore contractors, that it is easy enough to distinguish yourself simply by being able to read and write fluent English and attending the 4-5 hours of conference calls per day.If you like the challenges of having no direction, no support from your management or co-workers and plenty of free time, this is PERFECT!",1.0
5700,"Cool stuff to work on, bad management practices",Firmware Developer(Current Employee),"Interesting stuff to do, high tech","Lower pay, tough management, stressful environment",IBM seems to be short on cash and trying to play catch up in the marketplace. This means that they try to hire engineers for less and then use grueilla management tactics to produce lots of output. I think this is more out of necessity rather than culture. As IBM tries to undergo a transformation to a more forward thinking company there are a lot of growing pains and most of these things are side effects. I think ultimately IBM will get through this and it could be a good place to work in the long term. One great thing about IBM is that they have some interesting stuff to work on and it can be fun at times.,3.0
5701,Flex time,Project Manager ,,,"Good medical plan. time flexible, good people, poor education",3.0
5702,Not a company for contractors,Programmer Analyst ,,,"I was contracted to IBM from original company. Half of IT were hired full time and other half as contractors. The push is on money not quality. Estimates for projects are generally below what is needed to keep costs down. This results in unpaid overtime to meet estimates. No matter how good you are, well-liked by clients (who even send emails to managers) and co-workers, if budgets are cut contractors are let go first (furloughed). As a contractor you are not given any opportunities to learn newer tech/processes. What you're hired to do is it - nothing more.",3.0
5703,Draining,Cloud Managed Services ,Toxic environment,,"At every level this delivery was filled with illegal actions and predatory management practices.  Worked 9 to 5 plus evening, plus mandatory weekends with no additional compensation.  Older workers were happy to have jobs, so they would work 70+ hours every week without complaint.  Very toxic environment.  Heard management talking about who to keep and who to fire based on culture bias.There was really no enjoyable part of this job.",1.0
5704,Contracting with IBM was a good experience,Agile Coach / Scrum Master(Former Employee),"Great, talented teams",You need projects or you're out (but that's the gig economy),I worked for a 6 month contract. Team was very professional and talented.I left for a new opportunity and when the project pipeline dried up at IBM.,5.0
5705,Cost Cutting Risks,Senior IT specialist/Project Manager/ Scrum Master(Current Employee),,,Experience depends on the client and immediate manager. Both client and IBM wants to keep the cost down nowadays which risks many senior resources lately. Career growth might be limited with long term clients and depends on manager. Keep upto date in technology all the time.,3.0
5706,What i liked about my position,Service Desk Analyst(Former Employee),Nice Working Enviroment,Management needs work,Loved working at AT&T for IBM very nice people at AT&T . Also i liked the environment and the opportunity that i was given to learn new things as far as the different tools that IBM use in the IT world.,4.0
5707,Professional and responsive,Servicing Support Desk ,work from home,on call 24/7,"I liked working here, the people were professional and the environment very supportive.Most of the day was spent working on a computer and communicating via chat programs.Coworkers were supportive of networking, team building, and eating out as a way to be face-2-face.",3.0
5708,Good place to learn new technology,Senior Software Engineer(Former Employee),Good initial compensation. Good culture at the line level.,Hard to get a good rating. Lots of layoff's.,"In general, IBM is a really good place if you want to learn work in a place where you can learn new technologies. Their pay pay at least when you start is competitive. However, unless you get a very high rating during the annual review your pay increase will be small or none. There is a lot of very smart people there and it is very hard to get the best rating unless your manager really like you. That is unfortunate because you can have an entire department that is very smart and it comes down to a judgement call in terms of who gets a higher rating. The culture in general is good. However, there are constant turnover because of the annual layofff's.",4.0
5709,They did send me to Bratislava,QA Engineer(Former Employee),,,"My direct boss was very nice and helpful.  Unfortunately, the new test lead liked to break scripts upon re-write and design the tests using complex dictionaries which are out of scope for the way RobotFramework was designed.",4.0
5711,IBM is fading away,Snior Software Engineer(Former Employee),"Work from home is nice, but it makes teamwork more difficult for geographically disperse people.","Lots of international groups, hard to have a useful daily scrum when people are scattered all around the globe.","I've heard stories about how amazing a place IBM is, or rather was.  My original company was acquired by IBM in 2006.  For the next several years, we kept getting a new manager every few months.  Someone joked IBM meant (I)ve (B)een (M)oved.  IBM did not invest in the future of our product.  No new money was spent on features, technology or training.  Our Windows desktop application never implemented multi-core processing, a web-based UI, a mobile platform, or any cloud-based technologies.  At least once a year, our department (less than 10 people) was downsized by a full person.  I don't know what IBM gets out of acquiring technology that they don't support in any meaningful way.  We had thousands of customers and a great revenue stream, but laying people off, or trashing entire departments, seems to be the corporate mantra.  I don't get it.",2.0
5712,Good place to work,SOFTWARE ENGINEER(Former Employee),Great personal growth,none,I was given a great deal of autonomy there and management trusts you to get your job done. One of the best places I ever worked. The workplace culture is highly competitive,4.0
5713,Great Teams and good management,Cybersecurity Technical Specialist(Former Employee),"Traveling, benefits, meeting new people and making a difference in big corporations.",Sales reps turnover cuts into the sales engineers numbers in which they do not make quota.,"I spent four years with IBM and I never regretted the decision to join them. The work culture is competitive, and although working from home is a big plus, traveling a lot can be hectic if you have a large family. The benefits are great, but despite all the hard work effort, and good relations that you have, if you don't the numbers, you won't cut it, and you'll be cut.Nonetheless, IBM is a great company to be in, to work for and flourish with.",5.0
5714,Staff progranmmer,Staff Programmer(Former Employee),Good salary and benefits,,Started employment as a Programm Support Rep(PSR) in the Rockford Il IBM office working with mainframe software customers.Worked as program service support and program service planning in Endicott NY. Retired after 30 years of service.,4.0
5715,Fun place to work,Software Engineering Intern(Former Employee),,,IBM employees have a good work-life balance. IBM gives employees the room to grow. The team leaders look out for the junior employees and guide them in their task executions.,5.0
5716,Great corporate company,EUS Tech II / Tech Lead II(Former Employee),,,Constant learning opportunities!  Enjoyed my fellow colleagues! Great benefits!Co-workers and clients were best in the business!  Truly enjoyed me time there.,4.0
5717,Productive job,Power Hardware System Test Engineer(Former Employee),,,"A typical day at IBM starts with a teleconference covering the status of the testing engineers. Then, each tester begins or resumes tests on servers. These tests include set-up and instillation of hardware and software on servers. All steps must be documented for the final test results. Each tester is responsible for running tests as efficiently and completely as possible.",4.0
5718,"Stagnant in most areas, stellar in a few",Solution Architect(Former Employee),,,"It's easy to get lost in IBM if you maintain mediocre work and keep your head down. Advancement is rare unless you're tagged early in your career as executive material. There are brilliant people inventing wonderful things, but the company capitalises on very little only to then play catch up to smaller companies who seize the opportunity. If you're lucky and land in the right department, right technology, or right career path it can be great, but most are not so lucky.",3.0
5720,"Once a great company and a great place to work, but no more.",Software Engineer(Former Employee),A very innovative company but not the industry leader it was.,"Top heavy, a follower in the industry it once lead.",IBM was one of the greatest places to work until about 1990. Visionless management lead to many problems starting in the mid-80s. Then the wheels fell off and it was not longer the great company it had been.There are good niches within IBM today but advancement is likely to be very slow.,3.0
5721,Nice,Software Developer(Former Employee),,,I liked working in the company as I had good team members always willing to help me out with issues  either professional or personnel.But being a tight project we had to work really hard to deliver the project on time.,4.0
5722,IBM works on some amazing thing and has some terrible habits,Staff Software Engineer(Current Employee),The work can be very exiting,Management Culture,"IBM is probably the most classic example of people quitting over management rather than the actual work being done. From the Cloud, to blockchain, AI, QCs and more, there are lots of areas to work on an grow. But most of the excitement from these fields can be quickly killed off by the date driven nature of IBM. Promised dates, and negotiating feature functionality to a minimally working product that is hard to keep up and maintain, rule over all aspects of working for IBM. And the culture can quickly switch to one of blame rather than working to fix issues going forward.",3.0
5723,I was supported but not respected,Staff Software Engineer(Former Employee),"Always more work, no boredom",administrivia overhead kept me from being successful,"I spent 23 years at IBM but due to creating hiring practices and myriad employee types I was left with nothing but a pension equivalent to 1 years pay.  The only way to succeed it seems was to work on credentials and advancement with no apparent contribution.  I learned that it doesn't pay to keep fixing the product you are assigned to, leave it and move on.  There was a great deal of wonderful work being done, and always opportunities for improvement.  Some people can excel.",3.0
5724,The workers there got along very well,Scrum Master / PM(Former Employee),,,enjoyed my time working there they made available learning tools to improve your job skill level while there i was also able to cross train with BA's to better understand what they do in the scrum process.,4.0
5725,"Good advancement opportunities, interesting technical work",Senior Technical Lead(Former Employee),,,"While my experience working at IBM was poor overall, it was also many years ago.  IBM offers excellent opportunities for advancement and wide and varied technical work.",3.0
5726,Good place,Software and remote support engineer(Current Employee),,,Good place to work and enhance your career.Good peoplegood salarygoo knowledgeThank you for taking time to read those reviews. That definatlly makes a different,3.0
5727,My summary,Storage Administrator (IT Systems)(Former Employee),Made friends,Cold,"A typical day at work was averageI learned EMC, IBM and IBM storageManagement was fairCulture was averageHardest part of the job was leaving itMost enjoyable was the recognition in front of peers",4.0
5728,Very Sad,Storage Engineer(Former Employee),,,Its hard to believe that company with a reputation such as IBM could be so woefully difficult to work for.   The dog eat dog culture with little respect for ethics or customers is just so difficult to bear.,1.0
5729,Watson Health,Global Product Manager(Former Employee),,,Read the STAT articles.  Business people using technology to solve a healthcare problem.  If the technology worked you would never read about the problems in the press.,1.0
5730,good place to work,Senior Software Engineer(Former Employee),,,"it is a very tough place to work, very busy, a lot of over hours work, but pay is good, and your hard work is rewarded. very nice and professional work enviornment",5.0
5731,Great place to work,Senior Platform Developer(Former Employee),,,"I worked with a very talented and caring manager, and the company felt genuinely concerned about it's software developers.  The company felt very good at communications with it's employees.",4.0
5732,More Apple than IBM,Apple Tech Support(Former Employee),pay wasn't bad,schedule was awful 5-1:30 a.m.,Management was never accessible long training period with little focus on the technical support we were supposed to provide to answer questions we did not know  there was a database that was not user friendly.  A paper free work environment long times between calls usually about 25 mins with nothing really to do.,2.0
5733,Good Place to Start,Software Developer(Current Employee),,,Dynamic at times but mostly quite and mild.  Struggles to retain young talent. opportunity to grow varies on management as well as available opportunities.,3.0
5734,Great start,Technical Support Specialist(Former Employee),great start and everybody helps,all Phone,"I was very fortunate to have worked with not just a great group of people but  people that was not insecure and did want to share information.  I learned a lot,",4.0
5735,Good Experience,Sr IBM Cognos TM1 Developer(Current Employee),,,"Well organized work place, it has been a great experience to work with IBM. Work space is very comfortable and concentrate on work without any distractions even it is a agile space.",4.0
5736,IBM is not what it use to be as far as work culture,Sr. AIX/Unix Administrator(Former Employee),Working with some of the brightest minds,Old timers tend to be most unhappy to work with,"Working hitting the ground hard from the first moment I sat down at my desk.A good place to learn the corporate culture  while work at IBM.The culture is great for someone out of college, or working with season veterans you either learn a great deal from. Or immediately say this is not the place you will work at beyond 7 years.If you get the change to work with good working professionals it is a great experience.",3.0
5737,Work day,Software / Web Application  (position 2 with IBM)(Former Employee),Na,Na,Typical day:Starts with receiving calls and or tickets from users who are facing issue with their machines.Assist the user with their problem.It continues till 12 AM when I leave for the day.,3.0
5738,Productive fun-filled workplace with very talented people around!,DevOps Engineer(Current Employee),,,"Typical day at work: Work day cannot be stereotyped, all days can be different - exciting at times, painful sometimes ;-)IBM has taught a lot - I learned a lot here, be it people, processes or technologies or learning new skills be it Opensource technology, tools or closed proprietary IBM products.Management has been mostly supportive and conscious of employee's career growth and aspirations.Workplace culture is always friendly and filled with energy and enthusiasm.Hardest part of the job is diffusing tensions, managing escalations situation and aligning priorities w.r.t time when multiple issues arise at the same time.Most rewarding (and enjoyable) part of the job is when a unhappy customer is won over by our services and trust instilled back.It is a fresh air when customer says service improved a lot stability wise as our team chipped away on the most pressing failures.",5.0
5739,100% remote work,Unix Systems Engineer/SysAdmin(Former Employee),,,"Supporting multiple state agencies on multiple unix platforms. A majority of the work was repetitive tasks, but there were some interesting research related projects that I loved being involved in.",3.0
5741,Good work environment,Advisory Software Engineer(Former Employee),,,"I worked remotely for IBM for 16 of the 19 years I worked for them. I was given a lot of freedom and interesting work but because the team I was on was large, I was not given the opportunity to learn automated testing which kept me from easily finding a new job when I was laid off.",4.0
5742,Not the IBM I hired in to,Project Manager and Scrum Master(Former Employee),Most people working there were concerned for their co-workers.,Long hours,When I first joined IBM the employees and the customers were the top priority.  Not the priority is the stockholders which diminishes the quality of the products.,3.0
5743,"If You Like Bureaucracy, This is your Dream",Network Architect/IT Specialist Advanced(Former Employee),,,"I served in the Military prior to my experience with IBM.  I thought the USAF had bureaucracy, buy I discovered it was nothing compared with IBM. I have wondered over the years how IBM stays in business.  In the early 2000s they were generating cash by selling real estate properties in the northeast, but they cant be doing this still.  I can only think that they are still ""shrinking themselves into a position of world leadership"".  IBM is literally no longer a leader in anything.  They retreat from any market that seems difficult:  Servers:gone, Desktop:gone, Network: gone: Mainframe: gone, Services: gone.  What do they still do?  A few junk yards in New Jersey?",2.0
5744,a place with old technology,Staff Software Engineer ,,,"depends on the group you work for, some group pays your tuition and encourage your to learn new technology. They hire quality people, but people are leaving for new tech companies.",3.0
5745,If you are over 40 there is a target on your back,Release Engineer(Former Employee),Close commute for me,Top heavy to many chiefs,If you are over 40 there is a target on your back after 20 years got 4 weeks severance far below former employees. CEO is trying to show profit to shareholders by cutting employees.,1.0
5746,Big Bureaucracy / Good Work-Life Balance,DevOps Engineer(Current Employee),Work-Life Balance,Bureaucracy,"I have worked at many IBM locations and each one has its own different culture. Most of the time I've worked at the IBM Boulder location. The best part of IBM for me is that for the development position I was working in, I had control over the work-life balance. The bureaucracy can get to you, though.",4.0
5747,Decent Work/Life,Software Engineer(Former Employee),"Good work/life balance, good pay","Healthcare with Optum, HR can be a nightmare","Not for everyone. Decent enough work/life with some benefits. Mental health benefits somewhat lacking. Some discrimination regarding disability with mental health. Otherwise, decent company to work for with movement and pay raises. Too many pointless meetings in the day.",3.0
5748,Stuck in the past,Staff Software Engineer(Former Employee),good people,old school,"IBM is a great place to work as far as day to day stress but long term you are not going to learn the skills necessary to survive in the tech industry. They don't use any modern languages, frameworks, etc. and eventually you will get left behind. Also no free coffee, snacks, anything, and the food at the cafeterias is insanely overpriced. They don't care about their employees at all and it shows in your environment. Old school dusty 4 person cubicles.",3.0
5749,IBM is sinking,Cloud Developer(Former Employee),,,"IBM is a sinking.  It is sinking.  It may sink today, or tomorrow. Who knows when but this company is sinking and there is no coming back from it now.",1.0
5750,Engineering focus,Product Manager(Former Employee),,,"Back when in the years that I was there it was a great young culture. Many engineers, a lot of new technology being invented every month.  Good friends and life long friendships.",4.0
5751,Enjoyed working with developing a new teller platform,Consultant Programmer/Analyst(Former Employee),Good work environment,Red tape occasionally delayed the process cycle,Very good exposure to ISO 9000 process; the group manager was very supportive of my work. The application was released successfully to the end-users (commercial banks).,4.0
5752,Good company with new culture.,UX Designer and Front End Developer(Former Employee),"benefits, culture",large company moves slowly at times,I worked as an intern on the design team and it was a blast. We had a lot of support from upper management and worked on novel projects. Our leads were great and knew how to manage us well.,4.0
5753,"Decent company, but not the most ideal",Infrastructure//Midrange Architect(Current Employee),,,"I have contracted for IBM numerous times, with the last being the longest (5/2014 to 10/2018) I've never been offer a position with them, so I guess I don't know what their expectations are, but the experience of working with them has been invaluable.",3.0
5754,Great place to work!,SOFTWARE ENGINEER(Former Employee),"Pay, benefits, great people",Didn't always like the tools they required us to use,"IBM was a fantastic place to work.  Management was excellent and work/life balance was very good. Pay and benefits were excellent!A typical work day involved detailed technical calls with important IBM customers. These calls sometime last hours. Much of the day was spent analyzing trace, thread dumps and other technical data to identify the root cause of the problem.  Architecture and application issues were also a frequent focus of conversations.The work was intense but very rewarding!",5.0
5755,The gender pay gap is alive and well.,Senior Software Support Engineer(Former Employee),"Great work/life balance most times, It got me where I am today.","Gender pay gap, Fellow male coworkers made 2x what I did, Disappearing benefits, No raises or bonuses, No positive or negative feedback from managers. No training.","While IBM mostly provided a great work life balance, I felt like there were way too many downsides.I had a couple close male coworkers on my team and we shared how much we make with each other. Yes, I know that's not a good idea, but that type of stuff comes up with friends eventually. The two men were almost identical in salary, while I make HALF of what they do. I have more experience than both. I tried to bring this up with every manager I have had and everyone just said ""Sorry, should have done better negotiating."" It's simply unacceptable. To be clear, as far as metrics went, and metrics are the be-all and end-all of judgment, I was always in the top 3-4 people in performance out of a team of 20.I will say that my management did not micromanage, but they also did not praise any behavior. I have also had it where managers did not share with me that I needed to improve at work until I specifically asked for feedback. While I don't like to be micromanaged, I do like to feel that I am noticed and cared for. Also, we didn't have any level of training in the last few years that I was there. Too many corners cut, and not investing enough back into the employees that have been loyal for so long.The work/life balance was mostly great. However, every couple years we would go from being able to work from home whenever, to no more work from home EVER. It would usually take about a year for things to mellow out and return to ""normal"". When you have your life planned out and working smoothly, adding 2-3 hours of commute onto your day suddenly and immediately, it can be unbelievably-more...",3.0
5756,Welcoming environment and productivity at its finest,Software Developer Intern(Former Employee),"Challenging projects, inviting environment, engaging meetings",,"Working with others on my team during my internshipw with IBM felt very natural. Day to day, we'd have a meeting early in the morning, and work throughout the day on our individual SCRUM assignments. We would come together the next day to brief each other on our progress, and continue for the week until Sunday comes about. We would then meet with other teams to discuss progress and next steps. I learned much of best practices with coding, AGILE methodology, and how to work in a SCRUM environment. The hardest part of the job for myself was self teaching concepts, where I was behind others as far as my mastery of concepts. I worked arduously to catch up and it ended up being the most enjoyable part, in turn helping me exponentially grow my skills as a developer.",5.0
5757,Long Career with Learning Opportunities,IT Infrastructure Architect(Former Employee),,,"Having 18 years with a company, a lot of details fade into the background. I started fresh out of technical school, and found myself challenged with a lack of knowledge; it was the classic ""they never prepared me for this.""Fortunately I rose to the challenge, and found many learning opportunities between free online courses created by IBM, and formal classroom training. I was able to move up into lead positions, given opportunities as I proved myself capable. I attribute this to a large degree to the managers I had through the years. I was fortunate enough to work for individuals that believed in fair treatment of their employees.Unfortunately, as with all good things, an end must come, and it did. Because I was assigned to a commercial contract that ended, and no other positions were available at the time, I moved on. I will always look back on my time with IBM fondly.",3.0
5758,Excellent place to work in some departments,Lotus Notes Programmer(Former Employee),,,Varied experiences.  Working with the experts/PhDs was very motivating.  Some ventures were historically unstable.  Flexibility during downturns is required.,4.0
